date,dateHijri,adhanFajr,iqamaFajr,shourouk,adhanDhuhr,iqamaDhuhr,adhanAsr,iqamaAsr,adhanMaghrib,iqamaMaghrib,adhanIsha,iqamaIsha,Jumua1,Jumua2
08/14/2020,"AlJumaa, 14 Sha'ban, 2020",4:21 AM,5:10 AM,5:53 AM,1:00 PM,1:15 PM,5:57 PM,6:20 PM,8:08 PM,8:08 PM,9:38 PM,9:45 PM,1:15 PM,2:15 PM
08/15/2020,"AsSabt, 15 Sha'ban, 2020",4:22 AM,5:10 AM,5:54 AM,12:59 PM,1:15 PM,5:56 PM,6:20 PM,8:06 PM,8:06 PM,9:36 PM,9:45 PM,1:15 PM,2:15 PM
08/16/2020,"AlAhad, 16 Sha'ban, 2020",4:24 AM,5:10 AM,5:55 AM,12:59 PM,1:15 PM,5:55 PM,6:20 PM,8:04 PM,8:04 PM,9:34 PM,9:45 PM,1:15 PM,2:15 PM
08/17/2020,"AlEthnien, 17 Sha'ban, 2020",4:26 AM,5:10 AM,5:56 AM,12:59 PM,1:15 PM,5:54 PM,6:20 PM,8:03 PM,8:03 PM,9:32 PM,9:45 PM,1:15 PM,2:15 PM
08/18/2020,"AthThulatha, 18 Sha'ban, 2020",4:28 AM,5:10 AM,5:58 AM,12:59 PM,1:15 PM,5:53 PM,6:10 PM,8:01 PM,8:01 PM,9:30 PM,9:30 PM,1:15 PM,2:15 PM
08/19/2020,"AlArbia'a, 19 Sha'ban, 2020",4:29 AM,5:10 AM,5:59 AM,12:59 PM,1:15 PM,5:51 PM,6:10 PM,7:59 PM,7:59 PM,9:28 PM,9:30 PM,1:15 PM,2:15 PM
08/20/2020,"AlKhamis, 20 Sha'ban, 2020",4:31 AM,5:10 AM,6:00 AM,12:58 PM,1:15 PM,5:50 PM,6:10 PM,7:58 PM,7:58 PM,9:26 PM,9:30 PM,1:15 PM,2:15 PM
08/21/2020,"AlJumaa, 21 Sha'ban, 2020",4:33 AM,5:10 AM,6:01 AM,12:58 PM,1:15 PM,5:49 PM,6:10 PM,7:56 PM,7:56 PM,9:24 PM,9:30 PM,1:15 PM,2:15 PM
08/22/2020,"AsSabt, 22 Sha'ban, 2020",4:34 AM,5:10 AM,6:02 AM,12:58 PM,1:15 PM,5:48 PM,6:10 PM,7:54 PM,7:54 PM,9:21 PM,9:30 PM,1:15 PM,2:15 PM
08/23/2020,"AlAhad, 23 Sha'ban, 2020",4:36 AM,5:10 AM,6:04 AM,12:58 PM,1:15 PM,5:46 PM,6:10 PM,7:53 PM,7:53 PM,9:19 PM,9:30 PM,1:15 PM,2:15 PM
08/24/2020,"AlEthnien, 24 Sha'ban, 2020",4:37 AM,5:10 AM,6:05 AM,12:57 PM,1:15 PM,5:45 PM,6:10 PM,7:51 PM,7:51 PM,9:17 PM,9:30 PM,1:15 PM,2:15 PM
08/25/2020,"AthThulatha, 25 Sha'ban, 2020",4:39 AM,5:30 AM,6:06 AM,12:57 PM,1:15 PM,5:44 PM,6:10 PM,7:49 PM,7:49 PM,9:15 PM,9:20 PM,1:15 PM,2:15 PM
08/26/2020,"AlArbia'a, 26 Sha'ban, 2020",4:41 AM,5:30 AM,6:07 AM,12:57 PM,1:15 PM,5:42 PM,6:10 PM,7:47 PM,7:47 PM,9:13 PM,9:20 PM,1:15 PM,2:15 PM
08/27/2020,"AlKhamis, 27 Sha'ban, 2020",4:42 AM,5:30 AM,6:09 AM,12:56 PM,1:15 PM,5:41 PM,6:10 PM,7:46 PM,7:46 PM,9:11 PM,9:20 PM,1:15 PM,2:15 PM
08/28/2020,"AlJumaa, 28 Sha'ban, 2020",4:44 AM,5:30 AM,6:10 AM,12:56 PM,1:15 PM,5:40 PM,6:10 PM,7:44 PM,7:44 PM,9:08 PM,9:20 PM,1:15 PM,2:15 PM
08/29/2020,"AsSabt, 29 Sha'ban, 2020",4:45 AM,5:30 AM,6:11 AM,12:56 PM,1:15 PM,5:38 PM,6:10 PM,7:42 PM,7:42 PM,9:06 PM,9:20 PM,1:15 PM,2:15 PM
08/30/2020,"AlAhad, 30 Sha'ban, 2020",4:47 AM,5:30 AM,6:12 AM,12:56 PM,1:15 PM,5:37 PM,6:10 PM,7:40 PM,7:40 PM,9:04 PM,9:20 PM,1:15 PM,2:15 PM
08/31/2020,"AlEthnien, 31 Sha'ban, 2020",4:49 AM,5:30 AM,6:13 AM,12:55 PM,1:15 PM,5:36 PM,6:10 PM,7:38 PM,7:38 PM,9:02 PM,9:20 PM,1:15 PM,2:15 PM
09/01/2020,"AthThulatha, 01 Ramadan, 2020",4:50 AM,5:40 AM,6:15 AM,12:55 PM,1:15 PM,5:34 PM,5:50 PM,7:36 PM,7:36 PM,9:00 PM,9:00 PM,1:15 PM,2:15 PM
09/02/2020,"AlArbia'a, 02 Ramadan, 2020",4:52 AM,5:40 AM,6:16 AM,12:55 PM,1:15 PM,5:33 PM,5:50 PM,7:35 PM,7:35 PM,8:58 PM,9:00 PM,1:15 PM,2:15 PM
09/03/2020,"AlKhamis, 03 Ramadan, 2020",4:53 AM,5:40 AM,6:17 AM,12:54 PM,1:15 PM,5:31 PM,5:50 PM,7:33 PM,7:33 PM,8:55 PM,9:00 PM,1:15 PM,2:15 PM
09/04/2020,"AlJumaa, 04 Ramadan, 2020",4:55 AM,5:40 AM,6:18 AM,12:54 PM,1:15 PM,5:30 PM,5:50 PM,7:31 PM,7:31 PM,8:53 PM,9:00 PM,1:15 PM,2:15 PM
09/05/2020,"AsSabt, 05 Ramadan, 2020",4:56 AM,5:40 AM,6:20 AM,12:54 PM,1:15 PM,5:28 PM,5:50 PM,7:29 PM,7:29 PM,8:51 PM,9:00 PM,1:15 PM,2:15 PM
09/06/2020,"AlAhad, 06 Ramadan, 2020",4:58 AM,5:40 AM,6:21 AM,12:53 PM,1:15 PM,5:27 PM,5:50 PM,7:27 PM,7:27 PM,8:49 PM,9:00 PM,1:15 PM,2:15 PM
09/07/2020,"AlEthnien, 07 Ramadan, 2020",4:59 AM,5:40 AM,6:22 AM,12:53 PM,1:15 PM,5:25 PM,5:50 PM,7:25 PM,7:25 PM,8:47 PM,9:00 PM,1:15 PM,2:15 PM
09/08/2020,"AthThulatha, 08 Ramadan, 2020",5:01 AM,5:50 AM,6:23 AM,12:53 PM,1:15 PM,5:24 PM,5:40 PM,7:23 PM,7:23 PM,8:45 PM,8:45 PM,1:15 PM,2:15 PM
09/09/2020,"AlArbia'a, 09 Ramadan, 2020",5:02 AM,5:50 AM,6:24 AM,12:52 PM,1:15 PM,5:22 PM,5:40 PM,7:21 PM,7:21 PM,8:42 PM,8:45 PM,1:15 PM,2:15 PM
09/10/2020,"AlKhamis, 10 Ramadan, 2020",5:04 AM,5:50 AM,6:26 AM,12:52 PM,1:15 PM,5:21 PM,5:40 PM,7:19 PM,7:19 PM,8:40 PM,8:45 PM,1:15 PM,2:15 PM
09/11/2020,"AlJumaa, 11 Ramadan, 2020",5:05 AM,5:50 AM,6:27 AM,12:52 PM,1:15 PM,5:19 PM,5:40 PM,7:18 PM,7:18 PM,8:38 PM,8:45 PM,1:15 PM,2:15 PM
09/12/2020,"AsSabt, 12 Ramadan, 2020",5:06 AM,5:50 AM,6:28 AM,12:51 PM,1:15 PM,5:18 PM,5:40 PM,7:16 PM,7:16 PM,8:36 PM,8:45 PM,1:15 PM,2:15 PM
09/13/2020,"AlAhad, 13 Ramadan, 2020",5:08 AM,5:50 AM,6:29 AM,12:51 PM,1:15 PM,5:16 PM,5:40 PM,7:14 PM,7:14 PM,8:34 PM,8:45 PM,1:15 PM,2:15 PM
09/14/2020,"AlEthnien, 14 Ramadan, 2020",5:09 AM,5:50 AM,6:30 AM,12:50 PM,1:15 PM,5:14 PM,5:40 PM,7:12 PM,7:12 PM,8:32 PM,8:45 PM,1:15 PM,2:15 PM
09/15/2020,"AthThulatha, 15 Ramadan, 2020",5:11 AM,5:50 AM,6:32 AM,12:50 PM,1:15 PM,5:13 PM,5:40 PM,7:10 PM,7:10 PM,8:30 PM,8:30 PM,1:15 PM,2:15 PM
09/16/2020,"AlArbia'a, 16 Ramadan, 2020",5:12 AM,5:50 AM,6:33 AM,12:50 PM,1:15 PM,5:11 PM,5:40 PM,7:08 PM,7:08 PM,8:28 PM,8:30 PM,1:15 PM,2:15 PM
09/17/2020,"AlKhamis, 17 Ramadan, 2020",5:13 AM,5:50 AM,6:34 AM,12:49 PM,1:15 PM,5:10 PM,5:40 PM,7:06 PM,7:06 PM,8:25 PM,8:30 PM,1:15 PM,2:15 PM
09/18/2020,"AlJumaa, 18 Ramadan, 2020",5:15 AM,5:50 AM,6:35 AM,12:49 PM,1:15 PM,5:08 PM,5:40 PM,7:04 PM,7:04 PM,8:23 PM,8:30 PM,1:15 PM,2:15 PM
09/19/2020,"AsSabt, 19 Ramadan, 2020",5:16 AM,5:50 AM,6:37 AM,12:49 PM,1:15 PM,5:06 PM,5:40 PM,7:02 PM,7:02 PM,8:21 PM,8:30 PM,1:15 PM,2:15 PM
09/20/2020,"AlAhad, 20 Ramadan, 2020",5:18 AM,5:50 AM,6:38 AM,12:48 PM,1:15 PM,5:05 PM,5:40 PM,7:00 PM,7:00 PM,8:19 PM,8:30 PM,1:15 PM,2:15 PM
09/21/2020,"AlEthnien, 21 Ramadan, 2020",5:19 AM,5:50 AM,6:39 AM,12:48 PM,1:15 PM,5:03 PM,5:40 PM,6:58 PM,6:58 PM,8:17 PM,8:30 PM,1:15 PM,2:15 PM
09/22/2020,"AthThulatha, 22 Ramadan, 2020",5:20 AM,6:00 AM,6:40 AM,12:48 PM,1:15 PM,5:01 PM,5:20 PM,6:56 PM,6:56 PM,8:15 PM,8:20 PM,1:15 PM,2:15 PM
09/23/2020,"AlArbia'a, 23 Ramadan, 2020",5:22 AM,6:00 AM,6:41 AM,12:47 PM,1:15 PM,5:00 PM,5:20 PM,6:54 PM,6:54 PM,8:13 PM,8:20 PM,1:15 PM,2:15 PM
09/24/2020,"AlKhamis, 24 Ramadan, 2020",5:23 AM,6:00 AM,6:43 AM,12:47 PM,1:15 PM,4:58 PM,5:20 PM,6:52 PM,6:52 PM,8:11 PM,8:20 PM,1:15 PM,2:15 PM
09/25/2020,"AlJumaa, 25 Ramadan, 2020",5:24 AM,6:00 AM,6:44 AM,12:47 PM,1:15 PM,4:57 PM,5:20 PM,6:50 PM,6:50 PM,8:09 PM,8:20 PM,1:15 PM,2:15 PM
09/26/2020,"AsSabt, 26 Ramadan, 2020",5:26 AM,6:00 AM,6:45 AM,12:46 PM,1:15 PM,4:55 PM,5:20 PM,6:49 PM,6:49 PM,8:07 PM,8:20 PM,1:15 PM,2:15 PM
09/27/2020,"AlAhad, 27 Ramadan, 2020",5:27 AM,6:00 AM,6:46 AM,12:46 PM,1:15 PM,4:53 PM,5:20 PM,6:47 PM,6:47 PM,8:05 PM,8:20 PM,1:15 PM,2:15 PM
09/28/2020,"AlEthnien, 28 Ramadan, 2020",5:28 AM,6:00 AM,6:48 AM,12:46 PM,1:15 PM,4:52 PM,5:20 PM,6:45 PM,6:45 PM,8:03 PM,8:20 PM,1:15 PM,2:15 PM
09/29/2020,"AthThulatha, 29 Ramadan, 2020",5:30 AM,6:10 AM,6:49 AM,12:45 PM,1:15 PM,4:50 PM,5:20 PM,6:43 PM,6:43 PM,8:01 PM,8:10 PM,1:15 PM,2:15 PM
09/30/2020,"AlArbia'a, 30 Ramadan, 2020",5:31 AM,6:10 AM,6:50 AM,12:45 PM,1:15 PM,4:48 PM,5:20 PM,6:41 PM,6:41 PM,7:59 PM,8:10 PM,1:15 PM,2:15 PM
10/01/2020,"AlKhamis, 01 Shawwal, 2020",5:32 AM,6:10 AM,6:51 AM,12:45 PM,1:15 PM,4:47 PM,5:20 PM,6:39 PM,6:39 PM,7:57 PM,8:10 PM,1:15 PM,2:15 PM
10/02/2020,"AlJumaa, 02 Shawwal, 2020",5:34 AM,6:10 AM,6:53 AM,12:44 PM,1:15 PM,4:45 PM,5:20 PM,6:37 PM,6:37 PM,7:55 PM,8:10 PM,1:15 PM,2:15 PM
10/03/2020,"AsSabt, 03 Shawwal, 2020",5:35 AM,6:10 AM,6:54 AM,12:44 PM,1:15 PM,4:43 PM,5:20 PM,6:35 PM,6:35 PM,7:53 PM,8:10 PM,1:15 PM,2:15 PM
10/04/2020,"AlAhad, 04 Shawwal, 2020",5:36 AM,6:10 AM,6:55 AM,12:44 PM,1:15 PM,4:41 PM,5:20 PM,6:33 PM,6:33 PM,7:51 PM,8:10 PM,1:15 PM,2:15 PM
10/05/2020,"AlEthnien, 05 Shawwal, 2020",5:37 AM,6:10 AM,6:57 AM,12:43 PM,1:15 PM,4:40 PM,5:20 PM,6:31 PM,6:31 PM,7:49 PM,8:10 PM,1:15 PM,2:15 PM
10/06/2020,"AthThulatha, 06 Shawwal, 2020",5:39 AM,6:20 AM,6:58 AM,12:43 PM,1:15 PM,4:38 PM,5:20 PM,6:30 PM,6:30 PM,7:47 PM,8:10 PM,1:15 PM,2:15 PM
10/07/2020,"AlArbia'a, 07 Shawwal, 2020",5:40 AM,6:20 AM,6:59 AM,12:43 PM,1:15 PM,4:36 PM,5:20 PM,6:28 PM,6:28 PM,7:45 PM,8:10 PM,1:15 PM,2:15 PM
10/08/2020,"AlKhamis, 08 Shawwal, 2020",5:41 AM,6:20 AM,7:00 AM,12:42 PM,1:15 PM,4:35 PM,5:20 PM,6:26 PM,6:26 PM,7:44 PM,8:10 PM,1:15 PM,2:15 PM
10/09/2020,"AlJumaa, 09 Shawwal, 2020",5:43 AM,6:20 AM,7:02 AM,12:42 PM,1:15 PM,4:33 PM,5:20 PM,6:24 PM,6:24 PM,7:42 PM,8:10 PM,1:15 PM,2:15 PM
10/10/2020,"AsSabt, 10 Shawwal, 2020",5:44 AM,6:20 AM,7:03 AM,12:42 PM,1:15 PM,4:32 PM,5:20 PM,6:22 PM,6:22 PM,7:40 PM,8:10 PM,1:15 PM,2:15 PM
10/11/2020,"AlAhad, 11 Shawwal, 2020",5:45 AM,6:20 AM,7:04 AM,12:42 PM,1:15 PM,4:30 PM,5:20 PM,6:20 PM,6:20 PM,7:38 PM,8:10 PM,1:15 PM,2:15 PM
10/12/2020,"AlEthnien, 12 Shawwal, 2020",5:46 AM,6:20 AM,7:06 AM,12:41 PM,1:15 PM,4:28 PM,5:20 PM,6:19 PM,6:19 PM,7:36 PM,8:10 PM,1:15 PM,2:15 PM
10/13/2020,"AthThulatha, 13 Shawwal, 2020",5:48 AM,6:30 AM,7:07 AM,12:41 PM,1:15 PM,4:27 PM,4:40 PM,6:17 PM,6:17 PM,7:35 PM,8:00 PM,1:15 PM,2:15 PM
10/14/2020,"AlArbia'a, 14 Shawwal, 2020",5:49 AM,6:30 AM,7:08 AM,12:41 PM,1:15 PM,4:25 PM,4:40 PM,6:15 PM,6:15 PM,7:33 PM,8:00 PM,1:15 PM,2:15 PM
10/15/2020,"AlKhamis, 15 Shawwal, 2020",5:50 AM,6:30 AM,7:09 AM,12:41 PM,1:15 PM,4:23 PM,4:40 PM,6:13 PM,6:13 PM,7:31 PM,8:00 PM,1:15 PM,2:15 PM
10/16/2020,"AlJumaa, 16 Shawwal, 2020",5:51 AM,6:30 AM,7:11 AM,12:40 PM,1:15 PM,4:22 PM,4:40 PM,6:11 PM,6:11 PM,7:29 PM,8:00 PM,1:15 PM,2:15 PM
10/17/2020,"AsSabt, 17 Shawwal, 2020",5:53 AM,6:30 AM,7:12 AM,12:40 PM,1:15 PM,4:20 PM,4:40 PM,6:10 PM,6:10 PM,7:28 PM,8:00 PM,1:15 PM,2:15 PM
10/18/2020,"AlAhad, 18 Shawwal, 2020",5:54 AM,6:30 AM,7:13 AM,12:40 PM,1:15 PM,4:19 PM,4:40 PM,6:08 PM,6:08 PM,7:26 PM,8:00 PM,1:15 PM,2:15 PM
10/19/2020,"AlEthnien, 19 Shawwal, 2020",5:55 AM,6:30 AM,7:15 AM,12:40 PM,1:15 PM,4:17 PM,4:40 PM,6:06 PM,6:06 PM,7:24 PM,8:00 PM,1:15 PM,2:15 PM
10/20/2020,"AthThulatha, 20 Shawwal, 2020",5:57 AM,6:30 AM,7:16 AM,12:40 PM,1:15 PM,4:15 PM,4:30 PM,6:05 PM,6:05 PM,7:23 PM,8:00 PM,1:15 PM,2:15 PM
10/21/2020,"AlArbia'a, 21 Shawwal, 2020",5:58 AM,6:30 AM,7:18 AM,12:40 PM,1:15 PM,4:14 PM,4:30 PM,6:03 PM,6:03 PM,7:21 PM,8:00 PM,1:15 PM,2:15 PM
10/22/2020,"AlKhamis, 22 Shawwal, 2020",5:59 AM,6:30 AM,7:19 AM,12:39 PM,1:15 PM,4:12 PM,4:30 PM,6:01 PM,6:01 PM,7:20 PM,8:00 PM,1:15 PM,2:15 PM
10/23/2020,"AlJumaa, 23 Shawwal, 2020",6:00 AM,6:30 AM,7:20 AM,12:39 PM,1:15 PM,4:11 PM,4:30 PM,6:00 PM,6:00 PM,7:18 PM,8:00 PM,1:15 PM,2:15 PM
10/24/2020,"AsSabt, 24 Shawwal, 2020",6:02 AM,6:30 AM,7:22 AM,12:39 PM,1:15 PM,4:09 PM,4:30 PM,5:58 PM,5:58 PM,7:17 PM,8:00 PM,1:15 PM,2:15 PM
10/25/2020,"AlAhad, 25 Shawwal, 2020",6:03 AM,6:30 AM,7:23 AM,12:39 PM,1:15 PM,4:08 PM,4:30 PM,5:56 PM,5:56 PM,7:15 PM,8:00 PM,1:15 PM,2:15 PM
10/26/2020,"AlEthnien, 26 Shawwal, 2020",6:04 AM,6:30 AM,7:24 AM,12:39 PM,1:15 PM,4:06 PM,4:30 PM,5:55 PM,5:55 PM,7:14 PM,8:00 PM,1:15 PM,2:15 PM
10/27/2020,"AthThulatha, 27 Shawwal, 2020",6:05 AM,6:30 AM,7:26 AM,12:39 PM,1:15 PM,4:05 PM,4:20 PM,5:53 PM,5:53 PM,7:12 PM,7:30 PM,1:15 PM,2:15 PM
10/28/2020,"AlArbia'a, 28 Shawwal, 2020",6:07 AM,6:30 AM,7:27 AM,12:39 PM,1:15 PM,4:03 PM,4:20 PM,5:52 PM,5:52 PM,7:11 PM,7:30 PM,1:15 PM,2:15 PM
10/29/2020,"AlKhamis, 29 Shawwal, 2020",6:08 AM,6:30 AM,7:29 AM,12:39 PM,1:15 PM,4:02 PM,4:20 PM,5:50 PM,5:50 PM,7:09 PM,7:30 PM,1:15 PM,2:15 PM
10/30/2020,"AlJumaa, 30 Shawwal, 2020",6:09 AM,6:30 AM,7:30 AM,12:39 PM,1:15 PM,4:00 PM,4:20 PM,5:49 PM,5:49 PM,7:08 PM,8:00 PM,1:15 PM,2:15 PM
10/31/2020,"AsSabt, 31 Shawwal, 2020",6:10 AM,6:30 AM,7:31 AM,12:38 PM,1:15 PM,3:59 PM,4:20 PM,5:47 PM,5:47 PM,7:07 PM,7:30 PM,1:15 PM,2:15 PM
11/01/2020,"AlAhad, 01 Thoul Ki'dah, 2020",5:13 AM,6:00 AM,6:34 AM,11:38 AM,1:15 PM,2:56 PM,3:00 PM,4:44 PM,4:44 PM,6:04 PM,7:30 PM,12:15 PM,1:15 PM
11/02/2020,"AlEthnien, 02 Thoul Ki'dah, 2020",5:14 AM,6:00 AM,6:35 AM,11:38 AM,1:15 PM,2:55 PM,3:00 PM,4:43 PM,4:43 PM,6:03 PM,7:30 PM,12:15 PM,1:15 PM
11/03/2020,"AthThulatha, 03 Thoul Ki'dah, 2020",5:15 AM,6:00 AM,6:37 AM,11:38 AM,1:15 PM,2:54 PM,3:00 PM,4:41 PM,4:41 PM,6:02 PM,7:30 PM,12:15 PM,1:15 PM
11/04/2020,"AlArbia'a, 04 Thoul Ki'dah, 2020",5:16 AM,6:00 AM,6:38 AM,11:38 AM,1:15 PM,2:52 PM,3:00 PM,4:40 PM,4:40 PM,6:00 PM,7:30 PM,12:15 PM,1:15 PM
11/05/2020,"AlKhamis, 05 Thoul Ki'dah, 2020",5:18 AM,6:00 AM,6:40 AM,11:38 AM,1:15 PM,2:51 PM,3:00 PM,4:39 PM,4:39 PM,5:59 PM,7:30 PM,12:15 PM,1:15 PM
11/06/2020,"AlJumaa, 06 Thoul Ki'dah, 2020",5:19 AM,6:00 AM,6:41 AM,11:38 AM,1:15 PM,2:50 PM,3:00 PM,4:37 PM,4:37 PM,5:58 PM,8:00 PM,12:15 PM,1:15 PM
11/07/2020,"AsSabt, 07 Thoul Ki'dah, 2020",5:20 AM,6:00 AM,6:42 AM,11:39 AM,1:15 PM,2:49 PM,3:00 PM,4:36 PM,4:36 PM,5:57 PM,7:30 PM,12:15 PM,1:15 PM
11/08/2020,"AlAhad, 08 Thoul Ki'dah, 2020",5:21 AM,6:00 AM,6:44 AM,11:39 AM,1:15 PM,2:47 PM,3:00 PM,4:35 PM,4:35 PM,5:56 PM,7:30 PM,12:15 PM,1:15 PM
11/09/2020,"AlEthnien, 09 Thoul Ki'dah, 2020",5:23 AM,6:00 AM,6:45 AM,11:39 AM,1:15 PM,2:46 PM,3:00 PM,4:34 PM,4:34 PM,5:55 PM,7:30 PM,12:15 PM,1:15 PM
11/10/2020,"AthThulatha, 10 Thoul Ki'dah, 2020",5:24 AM,6:10 AM,6:47 AM,11:39 AM,1:15 PM,2:45 PM,3:00 PM,4:32 PM,4:32 PM,5:54 PM,7:30 PM,12:15 PM,1:15 PM
11/11/2020,"AlArbia'a, 11 Thoul Ki'dah, 2020",5:25 AM,6:10 AM,6:48 AM,11:39 AM,1:15 PM,2:44 PM,3:00 PM,4:31 PM,4:31 PM,5:53 PM,7:30 PM,12:15 PM,1:15 PM
11/12/2020,"AlKhamis, 12 Thoul Ki'dah, 2020",5:26 AM,6:10 AM,6:49 AM,11:39 AM,1:15 PM,2:43 PM,3:00 PM,4:30 PM,4:30 PM,5:52 PM,7:30 PM,12:15 PM,1:15 PM
11/13/2020,"AlJumaa, 13 Thoul Ki'dah, 2020",5:27 AM,6:10 AM,6:51 AM,11:39 AM,1:15 PM,2:42 PM,3:00 PM,4:29 PM,4:29 PM,5:51 PM,8:00 PM,12:15 PM,1:15 PM
11/14/2020,"AsSabt, 14 Thoul Ki'dah, 2020",5:29 AM,6:10 AM,6:52 AM,11:39 AM,1:15 PM,2:41 PM,3:00 PM,4:28 PM,4:28 PM,5:50 PM,7:30 PM,12:15 PM,1:15 PM
11/15/2020,"AlAhad, 15 Thoul Ki'dah, 2020",5:30 AM,6:10 AM,6:54 AM,11:40 AM,1:15 PM,2:40 PM,3:00 PM,4:27 PM,4:27 PM,5:49 PM,7:30 PM,12:15 PM,1:15 PM
11/16/2020,"AlEthnien, 16 Thoul Ki'dah, 2020",5:31 AM,6:10 AM,6:55 AM,11:40 AM,1:15 PM,2:39 PM,2:45 PM,4:26 PM,4:26 PM,5:49 PM,7:30 PM,12:15 PM,1:15 PM
11/17/2020,"AthThulatha, 17 Thoul Ki'dah, 2020",5:32 AM,6:20 AM,6:56 AM,11:40 AM,1:15 PM,2:38 PM,2:45 PM,4:25 PM,4:25 PM,5:48 PM,7:30 PM,12:15 PM,1:15 PM
11/18/2020,"AlArbia'a, 18 Thoul Ki'dah, 2020",5:33 AM,6:20 AM,6:58 AM,11:40 AM,1:15 PM,2:37 PM,2:45 PM,4:24 PM,4:24 PM,5:47 PM,7:30 PM,12:15 PM,1:15 PM
11/19/2020,"AlKhamis, 19 Thoul Ki'dah, 2020",5:34 AM,6:20 AM,6:59 AM,11:40 AM,1:15 PM,2:36 PM,2:45 PM,4:23 PM,4:23 PM,5:46 PM,7:30 PM,12:15 PM,1:15 PM
11/20/2020,"AlJumaa, 20 Thoul Ki'dah, 2020",5:35 AM,6:20 AM,7:00 AM,11:41 AM,1:15 PM,2:36 PM,2:45 PM,4:22 PM,4:22 PM,5:46 PM,8:00 PM,12:15 PM,1:15 PM
11/21/2020,"AsSabt, 21 Thoul Ki'dah, 2020",5:37 AM,6:20 AM,7:02 AM,11:41 AM,1:15 PM,2:35 PM,2:45 PM,4:22 PM,4:22 PM,5:45 PM,7:30 PM,12:15 PM,1:15 PM
11/22/2020,"AlAhad, 22 Thoul Ki'dah, 2020",5:38 AM,6:20 AM,7:03 AM,11:41 AM,1:15 PM,2:34 PM,2:45 PM,4:21 PM,4:21 PM,5:45 PM,7:30 PM,12:15 PM,1:15 PM
11/23/2020,"AlEthnien, 23 Thoul Ki'dah, 2020",5:39 AM,6:20 AM,7:04 AM,11:41 AM,1:15 PM,2:33 PM,2:45 PM,4:20 PM,4:20 PM,5:44 PM,7:30 PM,12:15 PM,1:15 PM
11/24/2020,"AthThulatha, 24 Thoul Ki'dah, 2020",5:40 AM,6:30 AM,7:06 AM,11:42 AM,1:15 PM,2:33 PM,2:45 PM,4:19 PM,4:19 PM,5:44 PM,7:30 PM,12:15 PM,1:15 PM
11/25/2020,"AlArbia'a, 25 Thoul Ki'dah, 2020",5:41 AM,6:30 AM,7:07 AM,11:42 AM,1:15 PM,2:32 PM,2:45 PM,4:19 PM,4:19 PM,5:43 PM,7:30 PM,12:15 PM,1:15 PM
11/26/2020,"AlKhamis, 26 Thoul Ki'dah, 2020",5:42 AM,6:30 AM,7:08 AM,11:42 AM,1:15 PM,2:32 PM,2:45 PM,4:18 PM,4:18 PM,5:43 PM,7:30 PM,12:15 PM,1:15 PM
11/27/2020,"AlJumaa, 27 Thoul Ki'dah, 2020",5:43 AM,6:30 AM,7:09 AM,11:43 AM,1:15 PM,2:31 PM,2:45 PM,4:18 PM,4:18 PM,5:42 PM,8:00 PM,12:15 PM,1:15 PM
11/28/2020,"AsSabt, 28 Thoul Ki'dah, 2020",5:44 AM,6:30 AM,7:11 AM,11:43 AM,1:15 PM,2:30 PM,2:45 PM,4:17 PM,4:17 PM,5:42 PM,7:30 PM,12:15 PM,1:15 PM
11/29/2020,"AlAhad, 29 Thoul Ki'dah, 2020",5:45 AM,6:30 AM,7:12 AM,11:43 AM,1:15 PM,2:30 PM,2:45 PM,4:17 PM,4:17 PM,5:42 PM,7:30 PM,12:15 PM,1:15 PM
11/30/2020,"AlEthnien, 30 Thoul Ki'dah, 2020",5:46 AM,6:30 AM,7:13 AM,11:44 AM,1:15 PM,2:30 PM,2:45 PM,4:16 PM,4:16 PM,5:41 PM,7:30 PM,12:15 PM,1:15 PM
12/01/2020,"AthThulatha, 01 Thoul Hijjah, 2020",5:47 AM,6:30 AM,7:14 AM,11:44 AM,1:15 PM,2:29 PM,2:45 PM,4:16 PM,4:16 PM,5:41 PM,7:30 PM,12:15 PM,1:15 PM
12/02/2020,"AlArbia'a, 02 Thoul Hijjah, 2020",5:48 AM,6:30 AM,7:15 AM,11:44 AM,1:15 PM,2:29 PM,2:45 PM,4:15 PM,4:15 PM,5:41 PM,7:30 PM,12:15 PM,1:15 PM
12/03/2020,"AlKhamis, 03 Thoul Hijjah, 2020",5:49 AM,6:30 AM,7:16 AM,11:45 AM,1:15 PM,2:29 PM,2:45 PM,4:15 PM,4:15 PM,5:41 PM,7:30 PM,12:15 PM,1:15 PM
12/04/2020,"AlJumaa, 04 Thoul Hijjah, 2020",5:50 AM,6:30 AM,7:17 AM,11:45 AM,1:15 PM,2:28 PM,2:45 PM,4:15 PM,4:15 PM,5:41 PM,8:00 PM,12:15 PM,1:15 PM
12/05/2020,"AsSabt, 05 Thoul Hijjah, 2020",5:51 AM,6:30 AM,7:18 AM,11:46 AM,1:15 PM,2:28 PM,2:45 PM,4:15 PM,4:15 PM,5:41 PM,7:30 PM,12:15 PM,1:15 PM
12/06/2020,"AlAhad, 06 Thoul Hijjah, 2020",5:52 AM,6:30 AM,7:20 AM,11:46 AM,1:15 PM,2:28 PM,2:45 PM,4:15 PM,4:15 PM,5:40 PM,7:30 PM,12:15 PM,1:15 PM
