,date,dateHijri,adhanFajr,iqamaFajr,shourouk,adhanDhuhr,iqamaDhuhr,adhanAsr,iqamaAsr,adhanMaghrib,iqamaMaghrib,adhanIsha,iqamaIsha,Jumua1,Jumua2
334,11/30/2024,"AlEthnien, 30 Thoul Ki'dah, 2024",05:46 AM,06:06 AM,07:13 AM,11:44 AM,12:15 PM,01:55 PM,02:15 PM,04:14 PM,04:19 PM,05:42 PM,06:15 PM,12:15 PM,1:15 PM
335,12/01/2024,"AthThulatha, 01 Thoul Hijjah, 2024",05:47 AM,05:57 AM,07:14 AM,11:45 AM,12:15 PM,01:55 PM,02:15 PM,04:14 PM,04:19 PM,05:42 PM,06:15 PM,12:15 PM,1:15 PM
336,12/02/2024,"AlArbia'a, 02 Thoul Hijjah, 2024",05:48 AM,05:58 AM,07:16 AM,11:45 AM,12:15 PM,01:54 PM,02:15 PM,04:13 PM,04:18 PM,05:42 PM,06:15 PM,12:15 PM,1:15 PM
337,12/03/2024,"AlKhamis, 03 Thoul Hijjah, 2024",05:49 AM,05:59 AM,07:17 AM,11:45 AM,12:15 PM,01:54 PM,02:15 PM,04:13 PM,04:18 PM,05:41 PM,06:15 PM,12:15 PM,1:15 PM
338,12/04/2024,"AlJumaa, 04 Thoul Hijjah, 2024",05:50 AM,06:00 AM,07:18 AM,11:46 AM,12:15 PM,01:54 PM,02:15 PM,04:13 PM,04:18 PM,05:41 PM,06:15 PM,12:15 PM,1:15 PM
339,12/05/2024,"AsSabt, 05 Thoul Hijjah, 2024",05:51 AM,06:01 AM,07:19 AM,11:46 AM,12:15 PM,01:54 PM,02:15 PM,04:12 PM,04:17 PM,05:41 PM,06:15 PM,12:15 PM,1:15 PM
340,12/06/2024,"AlAhad, 06 Thoul Hijjah, 2024",05:52 AM,06:02 AM,07:20 AM,11:47 AM,12:15 PM,01:54 PM,02:15 PM,04:12 PM,04:17 PM,05:41 PM,06:15 PM,12:15 PM,1:15 PM
341,12/07/2024,"AlEthnien, 07 Thoul Hijjah, 2024",05:53 AM,06:03 AM,07:21 AM,11:47 AM,12:15 PM,01:54 PM,02:15 PM,04:12 PM,04:17 PM,05:41 PM,06:15 PM,12:15 PM,1:15 PM
342,12/08/2024,"AthThulatha, 08 Thoul Hijjah, 2024",05:54 AM,06:04 AM,07:22 AM,11:48 AM,12:15 PM,01:54 PM,02:15 PM,04:12 PM,04:17 PM,05:41 PM,06:15 PM,12:15 PM,1:15 PM
343,12/09/2024,"AlArbia'a, 09 Thoul Hijjah, 2024",05:55 AM,06:05 AM,07:23 AM,11:48 AM,12:15 PM,01:54 PM,02:15 PM,04:12 PM,04:17 PM,05:41 PM,06:15 PM,12:15 PM,1:15 PM
344,12/10/2024,"AlKhamis, 10 Thoul Hijjah, 2024",05:56 AM,06:06 AM,07:24 AM,11:48 AM,12:15 PM,01:54 PM,02:15 PM,04:12 PM,04:17 PM,05:41 PM,06:15 PM,12:15 PM,1:15 PM
345,12/11/2024,"AlJumaa, 11 Thoul Hijjah, 2024",05:56 AM,06:06 AM,07:25 AM,11:49 AM,12:15 PM,01:54 PM,02:15 PM,04:12 PM,04:17 PM,05:41 PM,06:15 PM,12:15 PM,1:15 PM
346,12/12/2024,"AsSabt, 12 Thoul Hijjah, 2024",05:57 AM,06:07 AM,07:26 AM,11:49 AM,12:15 PM,01:54 PM,02:15 PM,04:12 PM,04:17 PM,05:42 PM,06:15 PM,12:15 PM,1:15 PM
347,12/13/2024,"AlAhad, 13 Thoul Hijjah, 2024",05:57 AM,06:07 AM,07:26 AM,11:49 AM,12:15 PM,01:54 PM,02:15 PM,04:12 PM,04:17 PM,05:42 PM,06:15 PM,12:15 PM,1:15 PM
348,12/14/2024,"AlEthnien, 14 Thoul Hijjah, 2024",05:58 AM,06:08 AM,07:26 AM,11:50 AM,12:15 PM,01:54 PM,02:15 PM,04:12 PM,04:17 PM,05:42 PM,06:15 PM,12:15 PM,1:15 PM
349,12/15/2024,"AthThulatha, 15 Thoul Hijjah, 2024",05:59 AM,06:09 AM,07:28 AM,11:51 AM,12:15 PM,01:55 PM,02:15 PM,04:13 PM,04:18 PM,05:42 PM,06:15 PM,12:15 PM,1:15 PM
350,12/16/2024,"AlArbia'a, 16 Thoul Hijjah, 2024",06:00 AM,06:10 AM,07:29 AM,11:51 AM,12:15 PM,01:55 PM,02:15 PM,04:13 PM,04:18 PM,05:43 PM,06:15 PM,12:15 PM,1:15 PM
351,12/17/2024,"AlKhamis, 17 Thoul Hijjah, 2024",06:00 AM,06:10 AM,07:29 AM,11:52 AM,12:15 PM,01:56 PM,02:15 PM,04:13 PM,04:18 PM,05:43 PM,06:15 PM,12:15 PM,1:15 PM
352,12/18/2024,"AlJumaa, 18 Thoul Hijjah, 2024",06:01 AM,06:11 AM,07:30 AM,11:52 AM,12:15 PM,01:56 PM,02:15 PM,04:13 PM,04:18 PM,05:43 PM,06:15 PM,12:15 PM,1:15 PM
353,12/19/2024,"AsSabt, 19 Thoul Hijjah, 2024",06:02 AM,06:12 AM,07:31 AM,11:53 AM,12:15 PM,01:56 PM,02:15 PM,04:14 PM,04:19 PM,05:44 PM,06:15 PM,12:15 PM,1:15 PM
354,12/20/2024,"AlAhad, 20 Thoul Hijjah, 2024",06:02 AM,06:12 AM,07:31 AM,11:53 AM,12:15 PM,01:57 PM,02:15 PM,04:14 PM,04:19 PM,05:44 PM,06:15 PM,12:15 PM,1:15 PM
355,12/21/2024,"AlEthnien, 21 Thoul Hijjah, 2024",06:03 AM,06:13 AM,07:32 AM,11:54 AM,12:15 PM,01:57 PM,02:15 PM,04:15 PM,04:20 PM,05:45 PM,06:15 PM,12:15 PM,1:15 PM
356,12/22/2024,"AthThulatha, 22 Thoul Hijjah, 2024",06:03 AM,06:13 AM,07:32 AM,11:54 AM,12:15 PM,01:58 PM,02:15 PM,04:15 PM,04:20 PM,05:45 PM,06:15 PM,12:15 PM,1:15 PM
357,12/23/2024,"AlArbia'a, 23 Thoul Hijjah, 2024",06:03 AM,06:13 AM,07:33 AM,11:55 AM,12:15 PM,01:59 PM,02:15 PM,04:16 PM,04:21 PM,05:46 PM,06:15 PM,12:15 PM,1:15 PM
358,12/24/2024,"AlKhamis, 24 Thoul Hijjah, 2024",06:04 AM,06:14 AM,07:33 AM,11:55 AM,12:15 PM,01:59 PM,02:15 PM,04:16 PM,04:21 PM,05:46 PM,06:15 PM,12:15 PM,1:15 PM
359,12/25/2024,"AlJumaa, 25 Thoul Hijjah, 2024",06:04 AM,06:14 AM,07:33 AM,11:56 AM,12:15 PM,02:00 PM,02:15 PM,04:17 PM,04:22 PM,05:47 PM,06:15 PM,12:15 PM,1:15 PM
360,12/26/2024,"AsSabt, 26 Thoul Hijjah, 2024",06:05 AM,06:15 AM,07:34 AM,11:56 AM,12:15 PM,02:00 PM,02:15 PM,04:18 PM,04:23 PM,05:48 PM,06:15 PM,12:15 PM,1:15 PM
361,12/27/2024,"AlAhad, 27 Thoul Hijjah, 2024",06:05 AM,06:15 AM,07:34 AM,11:57 AM,12:15 PM,02:01 PM,02:15 PM,04:19 PM,04:24 PM,05:48 PM,06:15 PM,12:15 PM,1:15 PM
362,12/28/2024,"AlEthnien, 28 Thoul Hijjah, 2024",06:05 AM,06:15 AM,07:34 AM,11:57 AM,12:15 PM,02:01 PM,02:15 PM,04:19 PM,04:24 PM,05:48 PM,06:15 PM,12:15 PM,1:15 PM
363,12/29/2024,"AthThulatha, 29 Thoul Hijjah, 2024",06:05 AM,06:15 AM,07:34 AM,11:57 AM,12:15 PM,02:02 PM,02:15 PM,04:19 PM,04:24 PM,05:49 PM,06:15 PM,12:15 PM,1:15 PM
364,12/30/2024,"AlArbia'a, 30 Thoul Hijjah, 2024",06:06 AM,06:16 AM,07:34 AM,11:58 AM,12:15 PM,02:03 PM,02:15 PM,04:21 PM,04:26 PM,05:51 PM,06:15 PM,12:15 PM,1:15 PM
365,12/31/2024,"AlKhamis, 31 Thoul Hijjah, 2024",06:06 AM,06:16 AM,07:35 AM,11:59 AM,12:15 PM,02:04 PM,02:15 PM,04:22 PM,04:27 PM,05:52 PM,06:15 PM,12:15 PM,1:15 PM
